Points_0,Points_1,Points_2,Fraction Of Fluid,Heat Flux Spatial Distribution,Temperature,Temperature Gradient At Tgrdout,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
0.00570346,0.00020346,-0.0001122,0.999912,0,1736.31,1.73214e+06,-0.00283332,0.00112906,0.000484716,0.00308827
0.00580004,0.000100042,-0.000101455,0.999996,0,1745.56,2.04942e+06,-0.00405215,0.00189747,-0.00232576,0.00504276
0.00585,0.00015,-5.00E-05,1,0,1543.17,707040,-0.000363666,0.000330887,-3.28E-05,0.000492761
0.005875,0.0001,-7.50E-05,1,0,1607.43,823138,-0.00101151,0.000661775,-0.00101151,0.00157616
0.00579545,0.00019545,-8.64E-05,0.99995,0,1660.64,1.43669e+06,-0.00141603,0.00139369,0.000111716,0.00198998
0.00580004,0.000100042,-0.000101455,0.999996,0,1745.56,2.04942e+06,-0.00405215,0.00189747,-0.00232576,0.00504276
0.00579545,0.00019545,-8.64E-05,0.99995,0,1660.64,1.43669e+06,-0.00141603,0.00139369,0.000111716,0.00198998
0.005875,0.0001,-7.50E-05,1,0,1607.43,823138,-0.00101151,0.000661775,-0.00101151,0.00157616
0.00530129,0.000272658,-7.27E-05,0.999853,0,1594.63,1.49077e+06,0.000933008,0.000313228,0.000139262,0.000993987
0.00530003,0.000199973,-9.88E-05,0.999895,0,1672.23,2.02676e+06,0.00102834,0.000754442,0.000786531,0.00149843
0.00525,0.00025,-5.00E-05,0.999829,0,1546.62,1.19994e+06,0.000379521,0.000286306,-9.32E-05,0.000484455
0.00520777,0.000193857,-8.12E-05,0.999886,0,1614.29,1.66544e+06,0.00125757,0.000806817,-0.000195102,0.00150682
0.00525,0.00025,-5.00E-05,0.999829,0,1546.62,1.19994e+06,0.000379521,0.000286306,-9.32E-05,0.000484455
0.00530003,0.000199973,-9.88E-05,0.999895,0,1672.23,2.02676e+06,0.00102834,0.000754442,0.000786531,0.00149843
0.00540484,0.000292817,-8.31E-05,0.999895,0,1634,1.56068e+06,0.000808119,-1.00E-04,0.000202594,0.000839102
0.00539745,0.000202546,-0.000110689,0.999922,0,1722.9,2.15708e+06,-0.00097915,-9.66E-05,0.00144428,0.00174757
0.00530129,0.000272658,-7.27E-05,0.999853,0,1594.63,1.49077e+06,0.000933008,0.000313228,0.000139262,0.000993987
0.00530003,0.000199973,-9.88E-05,0.999895,0,1672.23,2.02676e+06,0.00102834,0.000754442,0.000786531,0.00149843
0.00530129,0.000272658,-7.27E-05,0.999853,0,1594.63,1.49077e+06,0.000933008,0.000313228,0.000139262,0.000993987
0.00539745,0.000202546,-0.000110689,0.999922,0,1722.9,2.15708e+06,-0.00097915,-9.66E-05,0.00144428,0.00174757
0.00550013,0.000299869,-9.74E-05,0.999915,0,1658.1,1.39203e+06,0.000392662,-0.000717749,-0.00012765,0.000828035
0.00549751,0.000219155,-0.000124174,0.999945,0,1755.93,2.05952e+06,-0.00317593,-0.000573014,0.00134776,0.00349733
0.00540484,0.000292817,-8.31E-05,0.999895,0,1634,1.56068e+06,0.000808119,-1.00E-04,0.000202594,0.000839102
0.00539745,0.000202546,-0.000110689,0.999922,0,1722.9,2.15708e+06,-0.00097915,-9.66E-05,0.00144428,0.00174757
0.00540484,0.000292817,-8.31E-05,0.999895,0,1634,1.56068e+06,0.000808119,-1.00E-04,0.000202594,0.000839102
0.00549751,0.000219155,-0.000124174,0.999945,0,1755.93,2.05952e+06,-0.00317593,-0.000573014,0.00134776,0.00349733
0.0056,0.000299998,-9.97E-05,0.999877,0,1658.71,1.19336e+06,0.000269406,-0.00107177,-7.10E-05,0.00110739
0.00560135,0.000222026,-0.000124777,0.999937,0,1763.72,1.93874e+06,-0.00379284,-0.000342157,0.000931587,0.00392053
0.00550013,0.000299869,-9.74E-05,0.999915,0,1658.1,1.39203e+06,0.000392662,-0.000717749,-0.00012765,0.000828035
