kNN,region,threshold,threshold_value,phi_350,phi_400,ratio_350_400,diff_350_400,direction
21,all,Q>posP90,56577.46815137003,0.01639344262295082,0.007017543859649123,2.336065573770492,0.009375898763301697,350>400
21,heated,Q>0,0.0,0.075,0.07407407407407407,1.0125,0.0009259259259259273,350>400
21,heated,Q>posP50,51518.22497024479,0.025,0.07407407407407407,0.3375,-0.04907407407407407,350<400
21,heated,Q>posP75,88021.8133368858,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
21,heated,Q>posP90,198784.94389502946,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
21,interface,Q>0,0.0,0.18248175182481752,0.0390625,4.671532846715328,0.14341925182481752,350>400
21,interface,Q>posP50,22348.565264504614,0.0948905109489051,0.015625,6.072992700729927,0.0792655109489051,350>400
21,interface,Q>posP75,59407.09808734009,0.029197080291970802,0.015625,1.8686131386861313,0.013572080291970802,350>400
21,interface,Q>posP90,119819.71637843602,0.014598540145985401,0.015625,0.9343065693430657,-0.001026459854014599,350<400
21,interface_heated,Q>0,0.0,0.08108108108108109,0.07692307692307693,1.054054054054054,0.004158004158004158,350>400
21,interface_heated,Q>posP50,51518.22497024479,0.02702702702702703,0.07692307692307693,0.35135135135135137,-0.0498960498960499,350<400
21,interface_heated,Q>posP75,88021.8133368858,0.0,0.07692307692307693,0.0,-0.07692307692307693,350<400
21,interface_heated,Q>posP90,198784.94389502946,0.0,0.07692307692307693,0.0,-0.07692307692307693,350<400
22,all,Q>0,0.0,0.1901639344262295,0.07719298245614035,2.463487332339791,0.11297095197008915,350>400
22,all,Q>posP50,5014.967434237944,0.09836065573770492,0.02456140350877193,4.004683840749414,0.073799252228933,350>400
22,all,Q>posP75,19360.033676679624,0.06229508196721312,0.007017543859649123,8.87704918032787,0.055277538107563993,350>400
22,all,Q>posP90,50822.57496554361,0.01639344262295082,0.007017543859649123,2.336065573770492,0.009375898763301697,350>400
22,heated,Q>0,0.0,0.075,0.07407407407407407,1.0125,0.0009259259259259273,350>400
22,heated,Q>posP50,38183.089796700995,0.025,0.07407407407407407,0.3375,-0.04907407407407407,350<400
22,heated,Q>posP75,63668.049827219096,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
22,heated,Q>posP90,121566.28459501115,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
22,interface,Q>0,0.0,0.1897810218978102,0.03125,6.072992700729927,0.1585310218978102,350>400
22,interface,Q>posP50,21622.18675875791,0.0948905109489051,0.015625,6.072992700729927,0.0792655109489051,350>400
22,interface,Q>posP75,46159.90702314566,0.0364963503649635,0.015625,2.335766423357664,0.0208713503649635,350>400
22,interface,Q>posP90,96759.77386711951,0.014598540145985401,0.015625,0.9343065693430657,-0.001026459854014599,350<400
22,interface_heated,Q>0,0.0,0.08108108108108109,0.07692307692307693,1.054054054054054,0.004158004158004158,350>400
22,interface_heated,Q>posP50,38183.089796700995,0.02702702702702703,0.07692307692307693,0.35135135135135137,-0.0498960498960499,350<400
22,interface_heated,Q>posP75,63668.049827219096,0.0,0.07692307692307693,0.0,-0.07692307692307693,350<400
22,interface_heated,Q>posP90,121566.28459501115,0.0,0.07692307692307693,0.0,-0.07692307692307693,350<400
23,all,Q>0,0.0,0.18360655737704917,0.10175438596491228,1.8044092707744488,0.0818521714121369,350>400
23,all,Q>posP50,4127.131365902838,0.10163934426229508,0.02456140350877193,4.138173302107728,0.07707794075352314,350>400
23,all,Q>posP75,17723.171406334724,0.06229508196721312,0.007017543859649123,8.87704918032787,0.055277538107563993,350>400
23,all,Q>posP90,46477.48663443491,0.01639344262295082,0.007017543859649123,2.336065573770492,0.009375898763301697,350>400
23,heated,Q>0,0.0,0.075,0.07407407407407407,1.0125,0.0009259259259259273,350>400
23,heated,Q>posP50,34215.14397816927,0.025,0.07407407407407407,0.3375,-0.04907407407407407,350<400
23,heated,Q>posP75,56434.44680065175,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
23,heated,Q>posP90,133100.50674279698,0.0,0.07407407407407407,0.0,-0.07407407407407407,350<400
23,interface,Q>0,0.0,0.17518248175182483,0.03125,5.605839416058394,0.14393248175182483,350>400
23,interface,Q>posP50,23494.3317496253,0.08759124087591241,0.015625,5.605839416058394,0.07196624087591241,350>400
23,interface,Q>posP75,49636.962506581425,0.0364963503649635,0.015625,2.335766423357664,0.0208713503649635,350>400
