x_m,y_m,z_m,FOF,HF,Temperature_K,TempGrad_Kpm,Vx,Vy,Vz,Vmag,x_mm,y_mm,z_mm,power_W,kNN,cond_A,grad_valid,Q,Q_pos_flag,vorticity_mag,strain2,is_interface,is_heated,is_interface_heated,is_slice_near_symmetry,slice_y_threshold_m
0.00487709,0.000103486,8.44e-05,0.99999,0.0,1707.5600000000002,1510000.0,0.00547289,0.00112816,-0.00288479,0.006288659999999999,4.87709,0.10348600000000001,0.0844,400,25,1.9192665536965654,1,-697.1758869829677,0,30.11605607820738,1847.8401908188011,0,0,0,0,2e-05
0.00489547,0.000188112,0.000353588,0.628703,0.0,1767.99,452465.0,0.0349716,-0.04755210000000001,-0.0464118,0.0750884,4.8954699999999995,0.188112,0.353588,400,25,1.3811198768697401,1,-359247.40244276443,0,496.05211424104755,841528.6549070355,1,0,0,0,2e-05
0.00489585,0.000220845,0.000338343,0.8762339999999998,0.0,1760.37,890161.0,0.028624,-0.0266135,-0.0243657,0.0460576,4.89585,0.220845,0.338343,400,25,1.717355483104222,1,-152351.81221478726,0,338.1824348914391,361887.30406412575,1,0,0,0,2e-05
0.00489707,3.7e-05,0.000363048,0.8055600000000002,0.0,1763.6500000000003,1050000.0,0.0642428,-0.028993599999999998,-0.0035681399999999996,0.0705726,4.89707,0.037,0.363048,400,25,1.3604980315348913,1,-159392.92987609172,0,313.66918376004867,367980.03817253106,1,0,0,0,2e-05
0.00489835,9.76e-05,0.000380712,0.7171309999999999,0.0,1765.82,750298.0,0.0496072,-0.0382729,-0.02499,0.0674551,4.89835,0.0976,0.380712,400,25,1.3449406208532713,1,-257110.9649533293,0,417.9923583879173,601580.7357420052,1,0,0,0,2e-05
0.00489883,0.000300483,0.000199573,0.9862460000000001,0.0,1691.0,1260000.0,0.0118084,-0.00209024,-0.0145219,0.0188333,4.89883,0.300483,0.199573,400,25,1.6702821191213857,1,-47004.49173329124,0,109.98555355189472,100057.39446164083,1,0,0,0,2e-05
0.00489981,5.32e-06,0.000299428,0.90278,0.0,1776.47,1200000.0,0.04476739999999999,-0.0163024,-0.0109944,0.0488954,4.89981,0.00532,0.299428,400,25,1.5665261117391018,1,-76131.37460825298,0,395.87333668827637,230620.59856686066,1,0,0,1,2e-05
0.0049,1.03e-07,0.0002,0.9999983333333334,0.0,1775.45,1420000.0,0.0173078,-0.000895034,-0.0129801,0.021652833333333333,4.8999999999999995,0.000103,0.2,400,25,1.6126030690581938,1,-16721.10759459649,0,276.2936234847941,71611.29837837158,0,0,0,1,2e-05
0.00490401,0.00019724,0.00010276,0.999984,0.0,1670.84,1450000.0,0.00369048,-3.04e-05,-0.0011675,0.00387087,4.90401,0.19724,0.10276,400,25,3.788018315870705,1,-1401.227102346204,0,119.15781520987072,9901.746667487258,0,0,0,0,2e-05
0.00490464,1.38e-05,0.000104566,0.9999940000000002,0.0,1717.74,1570000.0,0.00501677,0.00128935,-0.00450354,0.00686384,4.90464,0.0138,0.104566,400,25,1.5613070817436148,1,-6650.026121611032,0,77.28647944839985,16286.65219598603,0,0,0,1,2e-05
0.00490579,0.00029373,0.000291969,0.972499,0.0,1720.2899999999997,1220000.0,0.02106737142857143,-0.0024474,-0.026172,0.0336868,4.9057900000000005,0.29373000000000005,0.291969,400,25,1.5241454730896435,1,-87456.1947101789,0,291.59822454105614,217427.1516981059,1,0,0,0,2e-05
0.004925,0.0001,2.5e-05,0.999974,0.0,1606.84,1650000.0,0.00049257,0.000378789,-0.00049257,0.0007929259999999999,4.925,0.1,0.025,400,25,2.1703892304742607,1,-861.2067902612469,0,44.70776207321775,2721.8055753202175,0,0,0,0,2e-05
0.00493865,0.000288008,0.000138653,0.999987,0.0,1617.36,1430000.0,0.00127469,-0.0008665409999999999,-0.00143587,0.00210653,4.93865,0.28800800000000004,0.138653,400,25,3.3969737637342514,1,-7128.011773616452,0,166.70714317767954,28151.659340464576,0,0,0,0,2e-05
0.00494021,0.000373024,0.000215945,0.8831479999999999,0.0,1635.5999999999997,1260000.0,0.0090363,0.00628613,-0.00513156,0.0121451,4.9402099999999995,0.373024,0.215945,400,25,1.5837891118228453,1,-29190.863725791154,0,115.77571008125712,65083.73497399196,1,0,0,0,2e-05
0.00494958,0.000369224,0.000255136,0.766298,0.0,1673.8399999999997,1300000.0,0.0169752,0.0132776,-0.00846033,0.0231523,4.94958,0.369224,0.255136,400,25,1.8251928644430528,1,-70358.7964370265,0,227.67757411292826,166636.13175102696,1,0,0,0,2e-05
0.00495,5e-05,5e-05,0.999985,0.0,1618.16,1680000.0,0.000354939,0.000378789,-0.000733728,0.000898787,4.95,0.05,0.05,400,25,2.6451226132383274,1,-1795.5576046083415,0,42.34092461062301,4487.492157657914,0,0,0,0,2e-05
0.00495,0.00015,5e-05,0.999954,0.0,1573.45,1640000.0,0.000315101,0.000189394,-0.000125706,0.000388536,4.95,0.15,0.05,400,25,3.6707455790165535,1,-302.5721158791357,0,59.08805976034825,2350.8436348795144,0,0,0,0,2e-05
0.00495,0.000249999,5e-05,0.999977,0.0,1783.4599999999998,1650000.0,0.00571207,-0.00108845,0.00438499,0.0072829,4.95,0.249999,0.05,400,25,2.917703159037359,1,-9488.125650124726,0,88.61291941052937,22902.37604347794,0,0,0,0,2e-05
0.00495,0.00035,0.00015,0.999996,0.0,1552.55,1430000.0,0.000548715,-0.000352678,-0.000901393,0.00111265,4.95,0.35,0.15,400,25,2.162792250222946,1,-14195.719244327123,0,150.93639198242033,39782.335700989664,0,0,0,0,2e-05
0.00497816,0.000101456,-2.48e-05,0.99998,0.0,1719.2699999999998,1800000.0,0.000761425,0.00147144,0.000302805,0.00168422,4.97816,0.101456,-0.0248,400,25,1.966424773684271,1,-189.2982823340647,0,13.729104325325912,472.8407174559708,0,0,0,0,2e-05
0.00498974,0.000305505,8.89e-05,0.99998,0.0,1716.98,1540000.0,0.00444774,-0.0052097,-0.00128318,0.006969209999999999,4.98974,0.305505,0.0889,400,25,3.2177359083173185,1,-2151.0129350880147,0,95.50079267661648,8862.226571107072,0,0,0,0,2e-05
0.00499585,0.000408927,0.000197821,0.907133,0.0,1716.76,1330000.0,0.012143,-0.0064016,-0.00341905,0.0141465,4.99585,0.408927,0.197821,400,25,1.667814064071755,1,-13456.625131528453,0,77.23526653319006,29895.893461283362,1,0,0,0,2e-05
0.00499691,0.000181741,0.00035,0.576932,0.0,1751.9000000000003,1540000.0,0.0573943,-0.0561343,0.05208379999999999,0.09569690000000002,4.996910000000001,0.18174099999999999,0.35,400,25,3.3524134304662483,1,-460310.2319977558,0,798.5544244763435,1239465.0484208837,1,0,0,0,2e-05
0.00499986,9.63e-05,0.000373904,0.6614,0.0,1821.82,2120000.0,0.05187640000000001,-0.0407684,0.0634815,0.0915594,4.99986,0.0963,0.373904,400,25,2.3511134293475657,1,-325673.4479321324,0,389.54621126663994,727220.0212203617,1,0,0,0,2e-05
0.005,4.17e-11,0.0002,0.999999,0.0,1924.62,2110000.0,0.0170973,-0.000286421,0.0037644300000000005,0.0175092,5.0,4.17e-08,0.2,400,25,2.5846062568599915,1,-14272.145097985485,0,451.0744559267171,130278.37259076291,0,0,0,1,2e-05
0.005,1.94e-10,0.0001,0.999996,0.0,1856.02,1890000.0,0.0048058,0.00254701,-0.00247877,0.00597723,5.0,1.94e-07,0.1,400,25,2.3219527689291453,1,-5476.36852870595,0,140.1095582201167,20768.081209730033,0,0,0,1,2e-05
0.005,1.97e-10,0.0001,0.999996,0.0,1856.02,1890000.0,0.0048058,0.00254701,-0.00247877,0.00597723,5.0,1.97e-07,0.1,400,25,2.3219528438274564,1,-5476.368552003391,0,140.10956136878673,20768.081697483693,0,0,0,1,2e-05
0.00500002,7.13e-06,0.000298963,0.872934,0.0,1916.39,2510000.0,0.0359658,-0.014463499999999999,0.0427381,0.0576999,5.00002,0.00713,0.29896300000000003,400,25,1.7292458749928825,1,-102564.55413599944,0,229.4685861853718,231457.02429495557,1,0,0,1,2e-05
0.00500023,4.2e-05,0.000357965,0.7458680000000001,0.0,1891.75,2710000.0,0.0463584,-0.025402500000000005,0.0748793,0.09165859999999999,5.000229999999999,0.041999999999999996,0.35796500000000003,400,25,1.791870055931284,1,-320826.57011288457,0,237.72935122318165,669910.7624422666,1,0,0,0,2e-05
0.00500037,0.000301721,0.000307525,0.9493471666666666,0.0,1823.93,1440000.0,0.0270383,-0.0104564,-0.00904173,0.030367,5.000369999999999,0.301721,0.307525,400,25,2.2420237171862496,1,-132137.69908803867,0,519.8201309699425,399381.88245688146,1,0,0,0,2e-05
0.00500048,0.00038859,0.000276656,0.783314,0.0,1757.6899999999998,1380000.0,0.021196000000000003,0.00208914,-0.00190664,0.0213839,5.00048,0.38859,0.276656,400,25,1.4270066063397666,1,-30863.227432312247,0,249.53153857361733,92859.44923608283,1,0,0,0,2e-05
0.00500102,0.000198984,1.15e-06,0.999962,0.0,1673.41,1720000.0,0.000770209,0.000815058,0.0009471,0.00146784,5.0010200000000005,0.198984,0.00115,400,25,3.8971351509958216,1,200.94939601467775,1,58.63295287095141,1317.012789154249,0,0,0,0,2e-05
0.00500137,0.000208116,0.000335792,0.858977,0.0,1820.05,1530000.0,0.0409886,-0.0295335,0.0276156,0.0575753,5.00137,0.208116,0.33579200000000003,400,25,3.5720838173274916,1,-336350.9612913184,0,197.4531079838794,692195.7875088836,1,0,0,0,2e-05
0.00500455,1.36e-05,4.55e-06,0.9999899999999999,0.0,1734.59,1850000.0,0.000292767,0.0013177,-0.000988892,0.00167331,5.00455,0.013600000000000001,0.004549999999999999,400,25,1.728564464983642,1,-1878.931601587469,0,34.15303977234085,4341.078266020486,0,0,0,1,2e-05
0.00501651,0.000381797,0.000118483,0.999993,0.0,1639.1899999999998,1470000.0,0.00299026,-0.00653611,-0.0027416,0.007692769999999999,5.01651,0.381797,0.11848299999999999,400,25,1.8707132002391609,1,-12855.363757323405,0,62.86765582257606,27686.89858895975,0,0,0,0,2e-05
0.00502827,9.81e-05,-7.17e-05,0.9999759999999999,0.0,1583.0,1910000.0,-0.000116416,0.00024652,0.000116416,0.000296441,5.02827,0.09809999999999999,-0.0717,400,25,1.3323499502659832,1,-549.7324785656708,0,11.792948995909695,1169.0017801414053,0,0,0,0,2e-05
0.00504119,0.000284148,4.12e-05,0.9999610000000001,0.0,1610.63,1710000.0,0.000468814,-0.000148811,-0.000315073,0.000584126,5.04119,0.284148,0.0412,400,25,8.049560846443596,1,-4252.61586952277,0,142.08450697089134,18599.235299626172,0,0,0,0,2e-05
0.00505,5e-05,-5e-05,0.9999860000000002,0.0,1594.5999999999997,1930000.0,-0.00020237,0.00024652,-4.410000000000001e-05,0.000321986,5.05,0.05,-0.05,400,25,1.5127874923069753,1,-474.01942493385826,0,38.58830024760393,1692.5673078673312,0,0,0,0,2e-05
0.00505,0.00015,-5e-05,0.999968,0.0,1545.8,1940000.0,-1.52e-05,0.00012326,0.00013849,0.000186023,5.05,0.15,-0.05,400,25,2.195229798098355,1,-430.0952979952381,0,14.473255575127796,964.9281594619601,0,0,0,0,2e-05
0.00505,0.00035,5e-05,0.999968,0.0,1816.3,1810000.0,0.006275749999999999,-0.00828342,0.00556328,0.0117877,5.05,0.35,0.05,400,25,3.6717896355136226,1,-15646.867058499263,0,158.9837147688557,43931.64489785096,0,0,0,0,2e-05
0.00505096,0.000238157,-4.91e-05,0.9999439999999999,0.0,1777.3699999999997,1930000.0,-0.00061969,0.00180351,0.00457479,0.00495635,5.05096,0.23815699999999998,-0.0491,400,25,2.5689066142124775,1,499.90404639311146,1,108.22307148431544,4856.308507963402,0,0,0,0,2e-05
0.00508822,0.000441937,0.000228013,0.9505609999999999,0.0,1807.7100000000003,1650000.0,0.0181213,-0.0245466,0.000497519,0.030514999999999997,5.08822,0.44193699999999997,0.228013,400,25,1.6603940775353885,1,-37789.838289008054,0,115.19894981334235,82215.0755970646,1,0,0,0,2e-05
0.00509463,0.000409714,9.02e-05,0.999946,0.0,1711.92,1620000.0,0.0075735,-0.0128707,-0.00260232,0.0151587,5.09463,0.40971399999999997,0.0902,400,25,2.3643717792489634,1,-22659.286263490794,0,136.3825589301907,54618.673717155056,0,0,0,0,2e-05
0.00509681,0.000303193,-5.02e-06,0.999944,0.0,1695.88,1820000.0,0.000828321,7.35e-05,0.00124007,0.00149308,5.0968100000000005,0.303193,-0.00502,400,25,5.1999925129814555,1,38.309585038097794,1,92.71740979325175,4221.639869308692,0,0,0,0,2e-05
0.00509807,0.000210934,0.000335574,0.876303,0.0,2009.0349999999999,3010000.0,0.006609319999999999,-0.0174005,0.0915497,0.09342279999999999,5.09807,0.210934,0.335574,400,25,5.8899918811574725,1,-1162547.4571328075,0,580.6848770893746,2493692.3775057658,1,0,0,0,2e-05
0.00509847,0.000388986,0.000273738,0.851855,0.0,1909.18,1890000.0,0.0274373,-0.022999499999999996,0.010201,0.0372269,5.09847,0.388986,0.273738,400,25,2.0659540632071565,1,-93979.77602543426,0,233.4915070372624,215218.6939801345,1,0,0,0,2e-05
0.0051,3.58e-11,0.0002,0.9999990000000001,0.0,2156.32,3300000.0,-0.0035654400000000004,0.00237156,0.0164562,0.0170042,5.1000000000000005,3.58e-08,0.2,400,25,4.625814979949382,1,-37289.863239590355,0,690.209778778762,312774.4958400946,0,0,0,1,2e-05
0.0051,3.87e-11,0.0002,0.999999,0.0,2156.32,3300000.0,-0.00356544,0.00237156,0.0164562,0.0170042,5.1000000000000005,3.87e-08,0.2,400,25,4.625815257562746,1,-37289.861600711054,0,690.2098306556003,312774.52836823836,0,0,0,1,2e-05
0.0051,1.97e-10,0.0001,0.999996,0.0,2028.2,2540000.0,-0.00199415,0.00355407,0.00342291,0.00532206,5.1000000000000005,1.97e-07,0.1,400,25,3.2045619067058806,1,-5184.458136520688,0,143.89248996840723,20721.440607695462,0,0,0,1,2e-05
0.0051,5.66e-10,2.7e-15,0.9999889999999999,0.0,1863.38,2210000.0,-0.00274671,0.00204922,0.00156159,0.00376594,5.1000000000000005,5.66e-07,2.7000000000000002e-12,400,25,2.097438927966201,1,-1532.5649956362904,0,60.446788271984005,4892.0370974716125,0,0,0,1,2e-05
0.0051,2.5e-05,-7.5e-05,0.999988,0.0,1689.7533333333333,2070000.0,-0.00150872,0.000609759,0.000494222,0.0017006800000000002,5.1000000000000005,0.025,-0.075,400,25,1.5883944713822267,1,-535.4096198858025,0,48.46347595888654,2245.173490780392,0,0,0,0,2e-05
0.00510004,6.67e-06,0.000299094,0.880411,0.0,2202.57,4310000.0,-0.015266999999999998,-0.00566782,0.0674242,0.069363,5.10004,0.00667,0.299094,400,25,1.8653415942400533,1,-109533.26907744366,0,207.42377221146577,240578.84879410436,1,0,0,1,2e-05
0.00510005,9.99e-05,-9.84e-05,0.999978,0.0,1674.0,2040000.0,-0.00122013,0.000763121,0.0008339375,0.0016632900000000002,5.10005,0.0999,-0.0984,400,25,2.1582815137807576,1,-153.8440789481745,0,30.505894152092175,772.9929469056749,0,0,0,0,2e-05
0.00510007,0.000301092,0.000304408,0.9259270000000001,0.0,1959.08,1930000.0,0.0244399,-0.0179229,0.0233426,0.0382546,5.10007,0.30109199999999997,0.304408,400,25,3.4900541163674603,1,-180644.5502810255,0,341.5774981270463,419626.6941754171,1,0,0,0,2e-05
0.00510058,4.07e-05,0.000359286,0.760822,0.0,2199.28,4770000.0,-0.0249154,-0.0118495,0.106647,0.11015800000000002,5.100580000000001,0.0407,0.359286,400,25,1.6418718262314358,1,-322128.7786622857,0,289.4439979198957,686146.4712904977,1,0,0,0,2e-05
0.00510121,9.75e-05,0.000377441,0.6948659999999999,0.0,2084.4,4350000.0,-0.0169146,-0.0228738,0.138516,0.141408,5.10121,0.0975,0.377441,400,25,1.8117436470494184,1,-549310.5909365513,0,251.36539324388482,1130213.4623334291,1,0,0,0,2e-05
0.00510384,0.000178265,0.00035,0.62891,0.0,1969.5199999999998,3920000.0,-0.00891381,-0.0338981,0.170386,0.17395400000000003,5.10384,0.17826499999999998,0.35,400,25,4.75563475849389,1,-2590643.9218580523,0,1169.693416468656,5865379.187981163,1,0,0,0,2e-05
0.00510615,0.000195218,-8.43e-05,0.999961,0.0,1625.7,2030000.0,-0.000630408,0.000611605,0.000904826,0.00126103,5.10615,0.19521799999999997,-0.0843,400,25,2.5477066295947868,1,-214.62011200253022,0,17.242320667752825,577.8890350098685,0,0,0,0,2e-05
0.00510793,0.000465669,0.000188046,0.859211,0.0,1677.98,1250000.0,0.0205757,-0.02029,-0.0180768,0.0340854,5.1079300000000005,0.465669,0.18804600000000002,400,25,1.5270427405004874,1,-44559.92909778796,0,284.88553579256734,129699.742447485,1,0,0,0,2e-05
0.00511585,0.000358806,4.12e-05,0.999977,0.0,1601.91,1330000.0,0.00084189,-0.000210618,-0.000425214,0.000966408,5.11585,0.35880599999999996,0.0412,400,25,5.827715904005331,1,-10379.718140288052,0,270.3486703599969,57303.638063285245,0,0,0,0,2e-05
0.00511612,0.000461859,0.000140867,0.927233,0.0,1618.9,1650000.0,0.0102878,-0.010145,-0.00903839,0.0170427,5.1161200000000004,0.461859,0.140867,400,25,1.924779969413349,1,-24925.16337495015,0,167.16516626754964,63822.42315652906,1,0,0,0,2e-05
0.00515,0.00025,-5e-05,0.999966,0.0,1555.76,1500000.0,-0.000164637,0.000153363,0.000318,0.00038955,5.15,0.25,-0.05,400,25,8.786355891982996,1,919.0669441408472,1,114.49496639012307,4716.414776056012,0,0,0,0,2e-05
0.00515082,0.00045,5.02e-05,0.9991920000000001,0.0,1781.0899999999997,1910000.0,0.0114762,-0.01092,0.000561733,0.0158514,5.15082,0.45,0.0502,400,25,1.9440647600429943,1,-13036.709411851722,0,70.75693279461441,28576.690592954234,0,0,0,0,2e-05
0.00518341,0.000103356,-0.000123301,0.9999699999999999,0.0,1763.51,2210000.0,-0.00462127,0.00114205,0.0036902300000000005,0.00602314,5.18341,0.103356,-0.12330100000000001,400,25,2.129161027502142,1,-146.3059847241433,0,38.79511888189904,1045.1425939786266,0,0,0,0,2e-05
0.00518372,0.000341434,-4.14e-05,0.999898,0.0,1777.36,2020000.0,-0.000937958,0.000566788,0.00449045,0.00462225,5.18372,0.341434,-0.0414,400,25,4.052356208093048,1,1865.602519810839,1,190.5736583277932,14427.954584597546,0,0,0,0,2e-05
0.00519028,0.00017587,0.00035,0.674076,0.0,2242.5,5060000.0,-0.0714991,-0.007540870000000001,0.171357,0.185829,5.1902800000000004,0.17587,0.35,400,25,2.616495346733873,1,-1688042.1709814903,0,1021.314466696651,3897625.9619049127,1,0,0,0,2e-05
0.00519449,4.71e-05,0.000352936,0.690731,0.0,2703.06,6200000.0,-0.0673322,-0.031159000000000003,0.0331865,0.0812764,5.19449,0.0471,0.35293599999999997,400,25,1.6322278475730334,1,-91007.42694612558,0,744.482722126259,459142.11566451343,1,0,0,0,2e-05
0.00519558,9.71e-05,0.0003712,0.685179,0.0,2549.54,5820000.0,-0.0687212,-0.0232863,0.0792435,0.107445,5.19558,0.0971,0.37120000000000003,400,25,1.612090648015586,1,-268215.73181424313,0,497.60885824395524,660238.7515299127,1,0,0,0,2e-05
0.00519785,0.0003835,0.000267585,0.8153450000000001,0.0,2036.09,2430000.0,0.0283457,-0.0149956,0.0525707,0.0615794,5.197850000000001,0.3835,0.26758499999999996,400,25,2.552358667162715,1,-111037.54597010158,0,312.9960980216455,271058.3706285909,1,0,0,0,2e-05
0.00519817,0.000201832,-0.00010921,0.999939,0.0,1703.49,2170000.0,-0.0028424200000000004,0.00114612,0.00274697,0.00411568,5.19817,0.20183199999999998,-0.10921,400,25,4.568615962930842,1,-114.34282064075586,0,32.65638422617107,761.905356645169,0,0,0,0,2e-05
0.00519958,8.83e-06,0.000298385,0.845365,0.0,2663.68,6010000.0,-0.0486973,-0.0141753,0.019136,0.0542084,5.19958,0.00883,0.298385,400,25,1.5580925976062208,1,-48523.885652851415,0,587.2440272539362,269475.54507841374,1,0,0,1,2e-05
0.0052,1.07e-10,0.0002,0.999998,0.0,2493.96,4950000.0,-0.0205921,0.00358386,0.00575938,0.0216806,5.2,1.07e-07,0.2,400,25,4.203422434788437,1,-23756.064133340744,0,235.71585483355713,75293.11037663878,0,0,0,1,2e-05
0.0052,1.1e-10,0.0002,0.999998,0.0,2493.96,4950000.0,-0.0205921,0.00358386,0.00575938,0.0216806,5.2,1.0999999999999999e-07,0.2,400,25,4.203422611774839,1,-23756.064160807713,0,235.7158564289581,75293.11080763402,0,0,0,1,2e-05
0.0052,3.64e-10,0.0001,0.999993,0.0,2236.27,3550000.0,-0.00972984,0.00345785,0.00699762,0.012473699999999999,5.2,3.64e-07,0.1,400,25,10.729058897790363,1,-72411.21579214324,0,279.4222522903053,183860.82912178,0,0,0,1,2e-05
0.0052,3.67e-10,0.0001,0.999993,0.0,2236.27,3550000.0,-0.00972984,0.00345785,0.00699762,0.012473699999999999,5.2,3.6700000000000004e-07,0.1,400,25,10.729060173387552,1,-72411.21800437766,0,279.4222900237101,183860.8440898025,0,0,0,1,2e-05
0.0052,8.7e-10,6.02e-15,0.999983,0.0,1997.57,2730000.0,-0.0084499,0.00195787,0.00643906,0.0108026,5.2,8.7e-07,6.02e-12,400,25,2.680350999391104,1,116.8765414187701,1,76.08388679891357,2660.6258323774073,0,0,0,1,2e-05
0.00520006,0.000300657,0.000302443,0.9076720000000001,0.0,2115.72,2720000.0,0.0178953,0.0019557,0.0509363,0.05402379999999999,5.200060000000001,0.300657,0.302443,400,25,7.09226939305542,1,-1454146.914514864,0,559.2442759829414,3064670.9091395703,1,0,0,0,2e-05
0.00520152,0.000486899,0.000188387,0.822781,0.0,1722.74,1500000.0,0.0437747,-0.0306332,-0.00746755,0.053948,5.20152,0.486899,0.188387,400,25,1.745790025100177,1,-163491.21120927698,0,101.03413766187512,332086.3709050933,1,0,0,0,2e-05
0.00520319,0.000396784,4.98e-06,0.999957,0.0,1663.21,1410000.0,0.000902536,-1.25e-05,0.000601486,0.00108467,5.20319,0.396784,0.00498,400,25,4.42686197652509,1,-1675.054486814035,0,272.2039934968551,40397.616011446036,0,0,0,0,2e-05
0.00520336,0.000208343,0.000331581,0.934815,0.0,2288.17,4110000.0,-0.0197872,0.0123978,0.0629019,0.0670961,5.20336,0.208343,0.331581,400,25,5.059263159735775,1,-992226.2514042237,0,560.1679368169882,2141346.561527348,1,0,0,0,2e-05
0.00520356,0.000426651,0.000244696,0.937393,0.0,1899.8100000000002,2120000.0,0.0232511,-0.0194725,0.0178357,0.0351839,5.20356,0.426651,0.24469599999999997,400,25,2.5616554826083573,1,-56344.459581389994,0,56.76791756837911,114300.21739530512,1,0,0,0,2e-05
0.00520366,0.000493011,0.000103971,0.909118,0.0,1665.57,1800000.0,0.0222804,-0.0152728,-0.004083,0.0273193,5.203659999999999,0.49301100000000003,0.103971,400,25,1.7656465550100062,1,-55172.090135196646,0,176.95997416879666,126001.59649930388,1,0,0,0,2e-05
0.00520452,0.000288483,-7.94e-05,0.999934,0.0,1620.53,1580000.0,-0.00105763,0.000452899,0.001077,0.00157595,5.20452,0.28848300000000004,-0.07940000000000001,400,25,4.334856502101846,1,-366.4216947924181,0,32.834257940648435,1271.8876368413537,0,0,0,0,2e-05
